NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	GNA15	98	6.463868141174316	0.047500722	No	
row_1	LUM	174	5.221115589141846	0.08607956	No	
row_2	BCL2L10	191	5.090276718139648	0.12658557	No	
row_3	BIK	502	2.9519426822662354	0.13484009	No	
row_4	CLU	734	2.337944984436035	0.14211334	No	
row_5	TSPO	815	2.172668933868408	0.1556953	No	
row_6	PAK1	1045	1.7930054664611816	0.15864675	No	
row_7	SATB1	1180	1.628071904182434	0.1650725	No	
row_8	TNFRSF12A	1542	1.3116934299468994	0.15742964	No	
row_9	XIAP	1719	1.192026972770691	0.15818824	No	
row_10	BTG3	1784	1.152077555656433	0.16429691	No	
row_11	LEF1	1812	1.1337333917617798	0.17213126	No	
row_12	LGALS3	1869	1.1044145822525024	0.17825837	No	
row_13	ERBB2	1885	1.0973654985427856	0.18640548	No	
row_14	SC5D	1922	1.0793448686599731	0.19334239	No	
row_15	GCH1	1957	1.059683084487915	0.20022103	No	
row_16	ERBB3	2040	1.0129307508468628	0.20428833	No	
row_17	CASP9	2168	0.9594060182571411	0.20564133	No	
row_18	SAT1	2337	0.8945584893226624	0.20439076	No	
row_19	CAV1	2401	0.8721046447753906	0.20827763	No	
row_20	BMF	2431	0.8633499145507812	0.21381599	No	
row_21	EMP1	2577	0.816434383392334	0.21309657	No	
row_22	BCAP31	2621	0.8036201596260071	0.21744084	No	
row_23	CD44	2646	0.796790599822998	0.22269228	No	
row_24	IER3	2681	0.7825939655303955	0.22732185	No	
row_25	ADD1	2763	0.7558841109275818	0.22935343	No	
row_26	PPT1	2882	0.7253053188323975	0.22926226	No	
row_27	BNIP3L	3200	0.6467075943946838	0.21845105	No	
row_28	PSEN1	3220	0.6425478458404541	0.22270386	No	
row_29	CTNNB1	3263	0.6329880952835083	0.2257138	No	
row_30	PEA15	3265	0.6326303482055664	0.23079805	No	
row_31	DIABLO	3638	0.5617831945419312	0.21651103	No	
row_32	RHOB	3667	0.5562412738800049	0.21960732	No	
row_33	GADD45A	3982	0.5046204924583435	0.20779482	No	
row_34	PPP2R5B	3991	0.5034430027008057	0.21147585	No	
row_35	BCL2L1	4006	0.5007665753364563	0.21483116	No	
row_36	EBP	4303	0.45692992210388184	0.20354351	No	
row_37	SLC20A1	4445	0.43677181005477905	0.1999451	No	
row_38	TIMP3	4508	0.42953112721443176	0.20029037	No	
row_39	ROCK1	4888	0.3840387761592865	0.18420598	No	
row_40	TGFB2	4957	0.37670183181762695	0.18381846	No	
row_41	IFNGR1	5009	0.3700181841850281	0.18423796	No	
row_42	DDIT3	5070	0.36353638768196106	0.18414888	No	
row_43	BCL10	5086	0.36182859539985657	0.1863258	No	
row_44	DAP	5109	0.3600345253944397	0.18813352	No	
row_45	IL1A	5142	0.35685619711875916	0.18940881	No	
row_46	IGFBP6	5213	0.34818971157073975	0.18868853	No	
row_47	CASP7	5295	0.34126603603363037	0.18735474	No	
row_48	FEZ1	5363	0.3345046043395996	0.18667537	No	
row_49	DPYD	5408	0.3296060562133789	0.18712151	No	
row_50	MCL1	5496	0.3189483880996704	0.1853026	No	
row_51	CDKN1A	5505	0.3181418776512146	0.18747959	No	
row_52	CREBBP	5617	0.30474424362182617	0.18432945	No	
row_53	PSEN2	5773	0.28946632146835327	0.17882611	No	
row_54	CYLD	6010	0.26521894335746765	0.1690222	No	
row_55	RNASEL	6156	0.25260061025619507	0.16372627	No	
row_56	RELA	6162	0.2520044445991516	0.16551842	No	
row_57	GPX3	6283	0.24066554009914398	0.1613922	No	
row_58	SPTAN1	6313	0.23818252980709076	0.16185622	No	
row_59	ENO2	6352	0.23433908820152283	0.16183308	No	
row_60	WEE1	6425	0.2288900911808014	0.16004315	No	
row_61	NEDD9	6495	0.22395290434360504	0.15836513	No	
row_62	PTK2	6585	0.21720124781131744	0.15561903	No	
row_63	AIFM3	6615	0.2149406224489212	0.15589441	No	
row_64	H1-0	6848	0.1962069272994995	0.145733	No	
row_65	HMOX1	6977	0.18600016832351685	0.14075777	No	
row_66	SQSTM1	7163	0.17156994342803955	0.13277757	No	
row_67	BID	7255	0.16450679302215576	0.12950245	No	
row_68	CD14	7336	0.1574070155620575	0.12672698	No	
row_69	BIRC3	7433	0.15025606751441956	0.12308287	No	
row_70	PLCB2	7458	0.14877007901668549	0.12307447	No	
row_71	RETSAT	7886	0.1170007586479187	0.102390744	No	
row_72	GSR	7998	0.10890783369541168	0.09765106	No	
row_73	JUN	8359	0.08427800983190536	0.08009619	No	
row_74	ISG20	8364	0.083908811211586	0.08057461	No	
row_75	ATF3	8423	0.08043063431978226	0.07828895	No	
row_76	GSN	8914	0.048659972846508026	0.0538587	No	
row_77	TIMP2	9572	0.004886818118393421	0.02061232	No	
row_78	APP	10152	-0.03177846968173981	-0.00846402	No	
row_79	PPP3R1	10287	-0.039763640612363815	-0.014930203	No	
row_80	DAP3	10374	-0.04589497670531273	-0.018914761	No	
row_81	MADD	10435	-0.05000346153974533	-0.021548716	No	
row_82	CDK2	10722	-0.06730422377586365	-0.035492238	No	
row_83	DNAJC3	10999	-0.08526097238063812	-0.048783373	No	
row_84	CFLAR	11057	-0.08925656229257584	-0.050946727	No	
row_85	RHOT2	11154	-0.09571338444948196	-0.05503356	No	
row_86	BCL2L2	11245	-0.1020217090845108	-0.058765206	No	
row_87	SOD1	11631	-0.1248345598578453	-0.07725747	No	
row_88	IGF2R	12032	-0.1528242826461792	-0.09628251	No	
row_89	TOP2A	12060	-0.15473565459251404	-0.09639447	No	
row_90	ANXA1	12101	-0.1586657017469406	-0.09713317	No	
row_91	BTG2	12169	-0.16241005063056946	-0.09920939	No	
row_92	CCND1	12448	-0.1801343560218811	-0.111831784	No	
row_93	CASP6	13095	-0.2255900502204895	-0.14272948	No	
row_94	LMNA	13213	-0.23387086391448975	-0.14675884	No	
row_95	TNFSF10	13377	-0.246548593044281	-0.15301585	No	
row_96	MGMT	13702	-0.2718208432197571	-0.16722457	No	
row_97	HSPB1	13732	-0.2733847498893738	-0.16647482	No	
row_98	DFFA	13841	-0.2821716368198395	-0.16965617	No	
row_99	BRCA1	14059	-0.297836035490036	-0.17823273	No	
row_100	BAX	14193	-0.30830103158950806	-0.1824686	No	
